realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2003-01-01,23073
2019-12-06,2019-12-06,2003-02-01,23885
2019-12-06,2019-12-06,2003-03-01,23968
2019-12-06,2019-12-06,2003-04-01,22581
2019-12-06,2019-12-06,2003-05-01,21810
2019-12-06,2019-12-06,2003-06-01,21777
2019-12-06,2019-12-06,2003-07-01,22196
2019-12-06,2019-12-06,2003-08-01,23073
2019-12-06,2019-12-06,2003-09-01,23214
2019-12-06,2019-12-06,2003-10-01,22714
2019-12-06,2019-12-06,2003-11-01,23472
2019-12-06,2019-12-06,2003-12-01,23994
2019-12-06,2019-12-06,2004-01-01,24889
2019-12-06,2019-12-06,2004-02-01,25256
2019-12-06,2019-12-06,2004-03-01,25679
2019-12-06,2019-12-06,2004-04-01,25518
2019-12-06,2019-12-06,2004-05-01,27011
2019-12-06,2019-12-06,2004-06-01,27050
2019-12-06,2019-12-06,2004-07-01,26745
2019-12-06,2019-12-06,2004-08-01,26552
2019-12-06,2019-12-06,2004-09-01,27161
2019-12-06,2019-12-06,2004-10-01,28656
2019-12-06,2019-12-06,2004-11-01,29349
2019-12-06,2019-12-06,2004-12-01,29046
2019-12-06,2019-12-06,2005-01-01,28375
2019-12-06,2019-12-06,2005-02-01,29015
2019-12-06,2019-12-06,2005-03-01,29498
2019-12-06,2019-12-06,2005-04-01,30009
2019-12-06,2019-12-06,2005-05-01,29140
2019-12-06,2019-12-06,2005-06-01,29889
2019-12-06,2019-12-06,2005-07-01,30976
2019-12-06,2019-12-06,2005-08-01,33399
2019-12-06,2019-12-06,2005-09-01,36116
2019-12-06,2019-12-06,2005-10-01,35911
2019-12-06,2019-12-06,2005-11-01,33185
2019-12-06,2019-12-06,2005-12-01,33154
2019-12-06,2019-12-06,2006-01-01,34298
2019-12-06,2019-12-06,2006-02-01,34174
2019-12-06,2019-12-06,2006-03-01,34195
2019-12-06,2019-12-06,2006-04-01,35646
2019-12-06,2019-12-06,2006-05-01,36159
2019-12-06,2019-12-06,2006-06-01,36228
2019-12-06,2019-12-06,2006-07-01,36963
2019-12-06,2019-12-06,2006-08-01,37696
2019-12-06,2019-12-06,2006-09-01,34935
2019-12-06,2019-12-06,2006-10-01,32912
2019-12-06,2019-12-06,2006-11-01,33322
2019-12-06,2019-12-06,2006-12-01,34895
2019-12-06,2019-12-06,2007-01-01,34244
2019-12-06,2019-12-06,2007-02-01,34932
2019-12-06,2019-12-06,2007-03-01,35999
2019-12-06,2019-12-06,2007-04-01,36350
2019-12-06,2019-12-06,2007-05-01,37996
2019-12-06,2019-12-06,2007-06-01,37310
2019-12-06,2019-12-06,2007-07-01,36963
2019-12-06,2019-12-06,2007-08-01,37223
2019-12-06,2019-12-06,2007-09-01,38210
2019-12-06,2019-12-06,2007-10-01,39307
2019-12-06,2019-12-06,2007-11-01,41985
2019-12-06,2019-12-06,2007-12-01,41593
2019-12-06,2019-12-06,2008-01-01,42423
2019-12-06,2019-12-06,2008-02-01,42504
2019-12-06,2019-12-06,2008-03-01,43044
2019-12-06,2019-12-06,2008-04-01,42933
2019-12-06,2019-12-06,2008-05-01,44344
