realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2018-08-01,58134
2019-12-06,2019-12-06,2018-09-01,59069
2019-12-06,2019-12-06,2018-10-01,59440
2019-12-06,2019-12-06,2018-11-01,60614
2019-12-06,2019-12-06,2018-12-01,55360
2019-12-06,2019-12-06,2019-01-01,60969
2019-12-06,2019-12-06,2019-02-01,61447
2019-12-06,2019-12-06,2019-03-01,62077
2019-12-06,2019-12-06,2019-04-01,62587
2019-12-06,2019-12-06,2019-05-01,64003
2019-12-06,2019-12-06,2019-06-01,65370
2019-12-06,2019-12-06,2019-07-01,66275
2019-12-06,2019-12-06,2019-08-01,67190
2019-12-06,2019-12-06,2019-09-01,67296
2019-12-06,2019-12-06,2019-10-01,67912
