realtime_start,realtime_end,date,value
2019-12-06,2019-12-06,2003-01-01,35669
2019-12-06,2019-12-06,2003-02-01,35570
2019-12-06,2019-12-06,2003-03-01,35549
2019-12-06,2019-12-06,2003-04-01,35638
2019-12-06,2019-12-06,2003-05-01,35225
2019-12-06,2019-12-06,2003-06-01,35676
2019-12-06,2019-12-06,2003-07-01,35957
2019-12-06,2019-12-06,2003-08-01,35890
2019-12-06,2019-12-06,2003-09-01,35918
2019-12-06,2019-12-06,2003-10-01,35763
2019-12-06,2019-12-06,2003-11-01,35679
2019-12-06,2019-12-06,2003-12-01,35808
2019-12-06,2019-12-06,2004-01-01,36402
2019-12-06,2019-12-06,2004-02-01,35890
2019-12-06,2019-12-06,2004-03-01,36365
2019-12-06,2019-12-06,2004-04-01,36312
2019-12-06,2019-12-06,2004-05-01,36528
2019-12-06,2019-12-06,2004-06-01,36508
2019-12-06,2019-12-06,2004-07-01,36526
2019-12-06,2019-12-06,2004-08-01,36680
2019-12-06,2019-12-06,2004-09-01,36951
2019-12-06,2019-12-06,2004-10-01,37078
2019-12-06,2019-12-06,2004-11-01,37286
2019-12-06,2019-12-06,2004-12-01,37423
2019-12-06,2019-12-06,2005-01-01,37628
2019-12-06,2019-12-06,2005-02-01,37553
2019-12-06,2019-12-06,2005-03-01,37645
2019-12-06,2019-12-06,2005-04-01,38049
2019-12-06,2019-12-06,2005-05-01,37908
2019-12-06,2019-12-06,2005-06-01,38143
2019-12-06,2019-12-06,2005-07-01,37960
2019-12-06,2019-12-06,2005-08-01,38320
2019-12-06,2019-12-06,2005-09-01,38577
2019-12-06,2019-12-06,2005-10-01,38559
2019-12-06,2019-12-06,2005-11-01,38508
2019-12-06,2019-12-06,2005-12-01,38847
2019-12-06,2019-12-06,2006-01-01,38254
2019-12-06,2019-12-06,2006-02-01,38889
2019-12-06,2019-12-06,2006-03-01,38866
2019-12-06,2019-12-06,2006-04-01,38891
2019-12-06,2019-12-06,2006-05-01,39242
2019-12-06,2019-12-06,2006-06-01,39372
2019-12-06,2019-12-06,2006-07-01,39411
2019-12-06,2019-12-06,2006-08-01,39705
2019-12-06,2019-12-06,2006-09-01,39356
2019-12-06,2019-12-06,2006-10-01,40002
2019-12-06,2019-12-06,2006-11-01,39989
2019-12-06,2019-12-06,2006-12-01,40153
2019-12-06,2019-12-06,2007-01-01,40253
2019-12-06,2019-12-06,2007-02-01,40646
2019-12-06,2019-12-06,2007-03-01,40572
2019-12-06,2019-12-06,2007-04-01,40416
2019-12-06,2019-12-06,2007-05-01,40740
2019-12-06,2019-12-06,2007-06-01,40870
2019-12-06,2019-12-06,2007-07-01,41044
2019-12-06,2019-12-06,2007-08-01,40954
2019-12-06,2019-12-06,2007-09-01,41095
2019-12-06,2019-12-06,2007-10-01,41379
2019-12-06,2019-12-06,2007-11-01,41868
2019-12-06,2019-12-06,2007-12-01,41998
2019-12-06,2019-12-06,2008-01-01,42159
2019-12-06,2019-12-06,2008-02-01,42016
2019-12-06,2019-12-06,2008-03-01,42168
2019-12-06,2019-12-06,2008-04-01,42584
2019-12-06,2019-12-06,2008-05-01,42549
2019-12-06,2019-12-06,2008-06-01,42683
2019-12-06,2019-12-06,2008-07-01,42899
2019-12-06,2019-12-06,2008-08-01,43063
2019-12-06,2019-12-06,2008-09-01,42834
2019-12-06,2019-12-06,2008-10-01,42768
2019-12-06,2019-12-06,2008-11-01,42496
2019-12-06,2019-12-06,2008-12-01,42136
2019-12-06,2019-12-06,2009-01-01,42771
2019-12-06,2019-12-06,2009-02-01,42101
2019-12-06,2019-12-06,2009-03-01,42069
